Name_of_sign,YouTube_link,Same_in_SASL_as_ASL,Can_the_link_be_downloaded,Number_of_Hands_used,,`,`
8,www.youtube.com/watch?v=0z5bBA_w7p8,NOT THE SAME,YES,ONE HAND,,,
9,www.youtube.com/watch?v=0z5bBA_w7p8,NOT THE SAME,YES,ONE HAND,,,
10,www.youtube.com/watch?v=0z5bBA_w7p8,NOT THE SAME,YES,ONE HAND,,,
smart,www.youtube.com/watch?v=iMY78DlyHzU,SAME,YES,ONE HAND,,,
smart,www.youtube.com/watch?v=iMY78DlyHzU,SAME,YES,ONE HAND,,,
shock-[ELECTRIC!-inflected-version],www.youtube.com/watch?v=ljCzRhcUZKE,NOT THE SAME,YES,ONE HAND,,,
IF,www.youtube.com/watch?v=6D3-Jm0QQDo,NOT THE SAME,YES,ONE HAND,,,
HAIR,www.youtube.com/watch?v=PzKm2HeixmA,SAME,YES,ONE HAND,,,
WHAT'S-UP?,www.youtube.com/watch?v=C3zh0Tlsny4,SOMEWHAT THE SAME,YES,TWO HANDS,,,
IN-LAW,www.youtube.com/watch?v=AG-gCPJ_F4s,SAME,YES,TWO HANDS,,,
cold,www.youtube.com/watch?v=QqCTwL8qhDY,NOT THE SAME,YES,ONE HAND,,,
yes,www.youtube.com/watch?v=_uxgyigXU3g,SAME,YES,ONE HAND,,,
write,www.youtube.com/watch?v=uubAdVfkQEU,SAME,YES,TWO HANDS,,,
write,www.youtube.com/watch?v=uubAdVfkQEU,SAME,YES,TWO HANDS,,,
write,www.youtube.com/watch?v=uubAdVfkQEU,SAME,YES,TWO HANDS,,,
EUROPE,www.youtube.com/watch?v=gs57N42wVK0,SOMEWHAT THE SAME,YES,ONE HAND,,,
STRANGE,www.youtube.com/watch?v=gDgD63xg48w,NOT THE SAME,YES,ONE HAND,,,
Scotland-[bag-pipes-version],www.youtube.com/watch?v=LQ8JNBn2-p4,SAME,YES,ONE HAND,,,
old,www.youtube.com/watch?v=dUdDF9fIt7U,NOT THE SAME,YES,ONE HAND,,,
PAY-[\A\-hand-version/spend],www.youtube.com/watch?v=4ROq3s2pkCU,NOT THE SAME,YES,ONE HAND,,,
27,www.youtube.com/watch?v=q9q2zQU1lkg,NOT THE SAME,YES,ONE HAND,,,
germany (indigenous),www.youtube.com/watch?v=ETO_Mxmol-c,SAME,YES,ONE HAND,,,
WINTER,www.youtube.com/watch?v=ZPzyHFaCTrw,SAME,YES,TWO HANDS,,,
SPRING,www.youtube.com/watch?v=ZPzyHFaCTrw,SAME,YES,TWO HANDS,,,
SUMMER,www.youtube.com/watch?v=ZPzyHFaCTrw,SAME,YES,ONE HAND,,,
AUTUMN,www.youtube.com/watch?v=ZPzyHFaCTrw,NOT THE SAME,YES,TWO HANDS,,,
VOLLEYBALL,www.youtube.com/watch?v=ZPzyHFaCTrw,NOT THE SAME,YES,TWO HANDS,,,
CAMPING,www.youtube.com/watch?v=ZPzyHFaCTrw,SAME,YES,TWO HANDS,,,
MATCH,www.youtube.com/watch?v=ZPzyHFaCTrw,NOT THE SAME,YES,TWO HANDS,,,
HAMBURGER,www.youtube.com/watch?v=ZPzyHFaCTrw,NOT THE SAME,YES,TWO HANDS,,,
HOT DOG,www.youtube.com/watch?v=ZPzyHFaCTrw,NOT THE SAME,YES,TWO HANDS,,,
FRENCH FRIES,www.youtube.com/watch?v=ZPzyHFaCTrw,NOT THE SAME,YES,ONE HAND,,,
SANDWICH,www.youtube.com/watch?v=ZPzyHFaCTrw,NOT THE SAME,YES,TWO HANDS,,,
BUG,www.youtube.com/watch?v=ZPzyHFaCTrw,NOT THE SAME,YES,ONE HAND,,,
JOIN,www.youtube.com/watch?v=ZPzyHFaCTrw,SOMEWHAT THE SAME,YES,TWO HANDS,,,
GROUP,www.youtube.com/watch?v=ZPzyHFaCTrw,NOT THE SAME,YES,TWO HANDS,,,
TEAM,www.youtube.com/watch?v=ZPzyHFaCTrw,SOMEWHAT THE SAME,YES,TWO HANDS,,,
EARLY,www.youtube.com/watch?v=ZPzyHFaCTrw,NOT THE SAME,YES,TWO HANDS,,,
DARK,www.youtube.com/watch?v=ZPzyHFaCTrw,SAME,YES,TWO HANDS,,,
LIGHT,www.youtube.com/watch?v=ZPzyHFaCTrw,SAME,YES,TWO HANDS,,,
FIRE,www.youtube.com/watch?v=ZPzyHFaCTrw,SAME,YES,TWO HANDS,,,
CHAT,www.youtube.com/watch?v=ZPzyHFaCTrw,SOMEWHAT THE SAME,YES,TWO HANDS,,,
FUN,www.youtube.com/watch?v=ZPzyHFaCTrw,SAME,YES,TWO HANDS,,,
RUN,www.youtube.com/watch?v=ZPzyHFaCTrw,NOT THE SAME,YES,TWO HANDS,,,
TREE,www.youtube.com/watch?v=ZPzyHFaCTrw,SAME,YES,TWO HANDS,,,
COMPLAIN,www.youtube.com/watch?v=ZPzyHFaCTrw,NOT THE SAME,YES,ONE HAND,,,
SHORT,www.youtube.com/watch?v=ZPzyHFaCTrw,NOT THE SAME,YES,TWO HANDS,,,
PAINT-[H-hand-version],www.youtube.com/watch?v=WXDexpGu-zU,SAME,YES,TWO HANDS,,,
Frustrated,www.youtube.com/watch?v=FBK6GeCY_NQ,SOMEWHAT THE SAME,YES,TWO HANDS,,,
Colors,www.youtube.com/watch?v=1RjPFNyJ4Tw,,NO,,,,
Family,www.youtube.com/watch?v=1RjPFNyJ4Tw,,NO,,,,
Colors,www.youtube.com/watch?v=1RjPFNyJ4Tw,,NO,,,,
Blue,www.youtube.com/watch?v=1RjPFNyJ4Tw,,NO,,,,
Green,www.youtube.com/watch?v=1RjPFNyJ4Tw,,NO,,,,
Purple,www.youtube.com/watch?v=1RjPFNyJ4Tw,,NO,,,,
Yellow,www.youtube.com/watch?v=1RjPFNyJ4Tw,,NO,,,,
Orange,www.youtube.com/watch?v=1RjPFNyJ4Tw,,NO,,,,
Pink,www.youtube.com/watch?v=1RjPFNyJ4Tw,,NO,,,,
Red,www.youtube.com/watch?v=1RjPFNyJ4Tw,,NO,,,,
Black,www.youtube.com/watch?v=1RjPFNyJ4Tw,,NO,,,,
White,www.youtube.com/watch?v=1RjPFNyJ4Tw,,NO,,,,
Gray,www.youtube.com/watch?v=1RjPFNyJ4Tw,,NO,,,,
Gold,www.youtube.com/watch?v=1RjPFNyJ4Tw,,NO,,,,
Silver,www.youtube.com/watch?v=1RjPFNyJ4Tw,,NO,,,,
Brown,www.youtube.com/watch?v=1RjPFNyJ4Tw,,NO,,,,
Mom,www.youtube.com/watch?v=1RjPFNyJ4Tw,,NO,,,,
Dad,www.youtube.com/watch?v=1RjPFNyJ4Tw,,NO,,,,
Sister,www.youtube.com/watch?v=1RjPFNyJ4Tw,,NO,,,,
Brother,www.youtube.com/watch?v=1RjPFNyJ4Tw,,NO,,,,
Aunt,www.youtube.com/watch?v=1RjPFNyJ4Tw,,NO,,,,
Uncle,www.youtube.com/watch?v=1RjPFNyJ4Tw,,NO,,,,
Cousin,www.youtube.com/watch?v=1RjPFNyJ4Tw,,NO,,,,
Niece,www.youtube.com/watch?v=1RjPFNyJ4Tw,,NO,,,,
Nephew,www.youtube.com/watch?v=1RjPFNyJ4Tw,,NO,,,,
Me/l,www.youtube.com/watch?v=1RjPFNyJ4Tw,,NO,,,,
You,www.youtube.com/watch?v=1RjPFNyJ4Tw,,NO,,,,
Your,www.youtube.com/watch?v=1RjPFNyJ4Tw,,NO,,,,
Who,www.youtube.com/watch?v=1RjPFNyJ4Tw,,NO,,,,
What,www.youtube.com/watch?v=1RjPFNyJ4Tw,,NO,,,,
When,www.youtube.com/watch?v=1RjPFNyJ4Tw,,NO,,,,
Where,www.youtube.com/watch?v=1RjPFNyJ4Tw,,NO,,,,
Girl,www.youtube.com/watch?v=1RjPFNyJ4Tw,,NO,,,,
Boy,www.youtube.com/watch?v=1RjPFNyJ4Tw,,NO,,,,
Hearing,www.youtube.com/watch?v=1RjPFNyJ4Tw,,NO,,,,
Deaf,www.youtube.com/watch?v=1RjPFNyJ4Tw,,NO,,,,
Same,www.youtube.com/watch?v=1RjPFNyJ4Tw,,NO,,,,
Different,www.youtube.com/watch?v=1RjPFNyJ4Tw,,NO,,,,
Bad,www.youtube.com/watch?v=1RjPFNyJ4Tw,,NO,,,,
visit,www.youtube.com/watch?v=CUl2FrVMqWs,NOT THE SAME,YES,TWO HANDS,,,
MONTH,www.youtube.com/watch?v=q6dHDcoUTpI,NOT THE SAME,YES,TWO HANDS,,,
ORANGE,www.youtube.com/watch?v=ptIbdZNuwR0,SAME,YES,ONE HAND,,,
light,www.youtube.com/watch?v=jQAugiV-lLA,SAME,YES,ONE HAND,,,
light,www.youtube.com/watch?v=jQAugiV-lLA,SAME,YES,ONE HAND,,,
TODAY,www.youtube.com/watch?v=mD4_vQQ7-QI,SOMEWHAT THE SAME,YES,TWO HANDS,,,
NO,www.youtube.com/watch?v=Ks26De5YvSg,NOT THE SAME,YES,ONE HAND,,,
START,www.youtube.com/watch?v=FAdWqNcPwh8,NOT THE SAME,YES,TWO HANDS,,,
hong kong,www.youtube.com/watch?v=CYgn7smtiwk,SAME,YES,ONE HAND,,,
ANIMAL,www.youtube.com/watch?v=H3jZwwuYOQA,NOT THE SAME,YES,TWO HANDS,,,
BAT,www.youtube.com/watch?v=H3jZwwuYOQA,SOMEWHAT THE SAME,YES,TWO HANDS,,,
BAT,www.youtube.com/watch?v=H3jZwwuYOQA,SOMEWHAT THE SAME,YES,TWO HANDS,,,
BEAR,www.youtube.com/watch?v=H3jZwwuYOQA,SAME,YES,TWO HANDS,,,
BEAR,www.youtube.com/watch?v=H3jZwwuYOQA,SAME,YES,TWO HANDS,,,
BEAR,www.youtube.com/watch?v=H3jZwwuYOQA,SAME,YES,TWO HANDS,,,
BUTTERFLY,www.youtube.com/watch?v=H3jZwwuYOQA,SAME,YES,TWO HANDS,,,
CAT,www.youtube.com/watch?v=H3jZwwuYOQA,NOT THE SAME,YES,TWO HANDS,,,
CAT,www.youtube.com/watch?v=H3jZwwuYOQA,NOT THE SAME,YES,TWO HANDS,,,
CAT,www.youtube.com/watch?v=H3jZwwuYOQA,NOT THE SAME,YES,TWO HANDS,,,
CAT,www.youtube.com/watch?v=H3jZwwuYOQA,NOT THE SAME,YES,TWO HANDS,,,
CHICKEN,www.youtube.com/watch?v=H3jZwwuYOQA,SAME,YES,ONE HAND,,,
COW,www.youtube.com/watch?v=H3jZwwuYOQA,SAME,YES,TWO HANDS,,,
COW,www.youtube.com/watch?v=H3jZwwuYOQA,SAME,YES,TWO HANDS,,,
COW,www.youtube.com/watch?v=H3jZwwuYOQA,SAME,YES,TWO HANDS,,,
COW,www.youtube.com/watch?v=H3jZwwuYOQA,SAME,YES,TWO HANDS,,,
DEER,www.youtube.com/watch?v=H3jZwwuYOQA,NOT THE SAME,YES,TWO HANDS,,,
DOG,www.youtube.com/watch?v=H3jZwwuYOQA,NOT THE SAME,YES,ONE HAND,,,
DOG,www.youtube.com/watch?v=H3jZwwuYOQA,NOT THE SAME,YES,ONE HAND,,,
DOLPHIN,www.youtube.com/watch?v=H3jZwwuYOQA,SOMEWHAT THE SAME,YES,ONE HAND,,,
DOLPHIN,www.youtube.com/watch?v=H3jZwwuYOQA,SOMEWHAT THE SAME,YES,ONE HAND,,,
DUCK,www.youtube.com/watch?v=H3jZwwuYOQA,SOMEWHAT THE SAME,YES,ONE HAND,,,
ELEPHANT,www.youtube.com/watch?v=H3jZwwuYOQA,SOMEWHAT THE SAME,YES,ONE HAND,,,
ELEPHANT,www.youtube.com/watch?v=H3jZwwuYOQA,SOMEWHAT THE SAME,YES,ONE HAND,,,
FISH,www.youtube.com/watch?v=H3jZwwuYOQA,SAME,YES,ONE HAND,,,
FISH,www.youtube.com/watch?v=H3jZwwuYOQA,SAME,YES,ONE HAND,,,
FROG,www.youtube.com/watch?v=H3jZwwuYOQA,NOT THE SAME,YES,ONE HAND,,,
FROG,www.youtube.com/watch?v=H3jZwwuYOQA,NOT THE SAME,YES,ONE HAND,,,
FROG,www.youtube.com/watch?v=H3jZwwuYOQA,NOT THE SAME,YES,ONE HAND,,,
GIRAFFE,www.youtube.com/watch?v=H3jZwwuYOQA,NOT THE SAME,YES,TWO HANDS,,,
GOAT,www.youtube.com/watch?v=H3jZwwuYOQA,NOT THE SAME,YES,ONE HAND,,,
GOAT,www.youtube.com/watch?v=H3jZwwuYOQA,NOT THE SAME,YES,ONE HAND,,,
HIPPO,www.youtube.com/watch?v=H3jZwwuYOQA,SAME,YES,TWO HANDS,,,
HIPPO,www.youtube.com/watch?v=H3jZwwuYOQA,SAME,YES,TWO HANDS,,,
HIPPO,www.youtube.com/watch?v=H3jZwwuYOQA,SAME,YES,TWO HANDS,,,
HORSE,www.youtube.com/watch?v=H3jZwwuYOQA,NOT THE SAME,YES,TWO HANDS,,,
HORSE,www.youtube.com/watch?v=H3jZwwuYOQA,NOT THE SAME,YES,TWO HANDS,,,
computer,www.youtube.com/watch?v=w4HdxNj0e8o,SOMEWHAT THE SAME,YES,TWO HANDS,,,
computer,www.youtube.com/watch?v=w4HdxNj0e8o,SOMEWHAT THE SAME,YES,TWO HANDS,,,
student,www.youtube.com/watch?v=nBvBJ91I5ZI,NOT THE SAME,YES,TWO HANDS,,,
student,www.youtube.com/watch?v=nBvBJ91I5ZI,NOT THE SAME,YES,TWO HANDS,,,
friend,www.youtube.com/watch?v=nBvBJ91I5ZI,NOT THE SAME,YES,TWO HANDS,,,
friend,www.youtube.com/watch?v=nBvBJ91I5ZI,NOT THE SAME,YES,TWO HANDS,,,
teacher,www.youtube.com/watch?v=nBvBJ91I5ZI,NOT THE SAME,YES,TWO HANDS,,,
teacher,www.youtube.com/watch?v=nBvBJ91I5ZI,NOT THE SAME,YES,TWO HANDS,,,
principal,www.youtube.com/watch?v=nBvBJ91I5ZI,SAME,YES,TWO HANDS,,,
principal,www.youtube.com/watch?v=nBvBJ91I5ZI,SAME,YES,TWO HANDS,,,
librarian,www.youtube.com/watch?v=nBvBJ91I5ZI,NOT THE SAME,YES,TWO HANDS,,,
librarian,www.youtube.com/watch?v=nBvBJ91I5ZI,NOT THE SAME,YES,TWO HANDS,,,
counselor,www.youtube.com/watch?v=nBvBJ91I5ZI,NOT THE SAME,YES,TWO HANDS,,,
counselor,www.youtube.com/watch?v=nBvBJ91I5ZI,NOT THE SAME,YES,TWO HANDS,,,
nurse,www.youtube.com/watch?v=nBvBJ91I5ZI,NOT THE SAME,YES,TWO HANDS,,,
nurse,www.youtube.com/watch?v=nBvBJ91I5ZI,NOT THE SAME,YES,TWO HANDS,,,
funny,www.youtube.com/watch?v=DrJgq7KH-XA,SOMEWHAT THE SAME,YES,ONE HAND,,,
HORSE,www.youtube.com/watch?v=QoKPGB0GSAo,NOT THE SAME,YES,ONE HAND,,,
Pants,www.youtube.com/watch?v=Njkh0iyCBpg,SAME,YES,TWO HANDS,,,
DON'T KNOW,www.youtube.com/watch?v=uk3mU0AmPfY,SAME,YES,ONE HAND,,,
know,www.youtube.com/watch?v=0WQcMzFXJdI,SAME,YES,ONE HAND,,,
Deaf,www.youtube.com/watch?v=AkGYEiN8vOY,NOT THE SAME,YES,ONE HAND,,,
Hearing,www.youtube.com/watch?v=AkGYEiN8vOY,NOT THE SAME,YES,ONE HAND,,,
Hard of Hearing,www.youtube.com/watch?v=AkGYEiN8vOY,NOT THE SAME,YES,ONE HAND,,,
Teacher,www.youtube.com/watch?v=AkGYEiN8vOY,SOMEWHAT THE SAME,YES,TWO HANDS,,,
Teacher,www.youtube.com/watch?v=AkGYEiN8vOY,SOMEWHAT THE SAME,YES,TWO HANDS,,,
Student,www.youtube.com/watch?v=AkGYEiN8vOY,SAME,YES,TWO HANDS,,,
Not,www.youtube.com/watch?v=AkGYEiN8vOY,NOT THE SAME,YES,ONE HAND,,,
Have,www.youtube.com/watch?v=AkGYEiN8vOY,NOT THE SAME,YES,TWO HANDS,,,
School,www.youtube.com/watch?v=AkGYEiN8vOY,NOT THE SAME,YES,TWO HANDS,,,
Elementary School,www.youtube.com/watch?v=AkGYEiN8vOY,NOT THE SAME,YES,TWO HANDS,,,
Middle School,www.youtube.com/watch?v=AkGYEiN8vOY,NOT THE SAME,YES,TWO HANDS,,,
Middle School,www.youtube.com/watch?v=AkGYEiN8vOY,NOT THE SAME,YES,TWO HANDS,,,
High School,www.youtube.com/watch?v=AkGYEiN8vOY,NOT THE SAME,YES,ONE HAND,,,
College,www.youtube.com/watch?v=AkGYEiN8vOY,NOT THE SAME,YES,TWO HANDS,,,
English,www.youtube.com/watch?v=AkGYEiN8vOY,NOT THE SAME,YES,TWO HANDS,,,
Spanish,www.youtube.com/watch?v=AkGYEiN8vOY,NOT THE SAME,YES,TWO HANDS,,,
French,www.youtube.com/watch?v=AkGYEiN8vOY,SAME,YES,TWO HANDS,,,
BIG-HEAD-[arrogant/ego/full-of-oneself/conceited/egomaniac],www.youtube.com/watch?v=8U810g8OuJk,NOT THE SAME,YES,TWO HANDS,,,
BIG-HEAD-[arrogant/ego/full-of-oneself/conceited/egomaniac],www.youtube.com/watch?v=8U810g8OuJk,NOT THE SAME,YES,TWO HANDS,,,
COST-[tax,www.youtube.com/watch?v=rpcM-zJpVzc,NOT THE SAME,YES,TWO HANDS,,,
SHOCKED,www.youtube.com/watch?v=gvm27OjEKjQ,NOT THE SAME,YES,TWO HANDS,,,
DEPRESSED-[depression/feeling-down],www.youtube.com/watch?v=am6dnoA5dFw,NOT THE SAME,YES,TWO HANDS,,,
bathroom,www.youtube.com/watch?v=J-J4cbFJVn4,,NO,,,,
bathroom,www.youtube.com/watch?v=J-J4cbFJVn4,,NO,,,,
garage,www.youtube.com/watch?v=1KLyyNNokT8,SOMEWHAT THE SAME,YES,TWO HANDS,,,
Eggs,www.youtube.com/watch?v=Mt5227dB2w8,NOT THE SAME,YES,TWO HANDS,,,
Beach,www.youtube.com/watch?v=SA44tEPjvDE,SAME,YES,TWO HANDS,,,
Africa,www.youtube.com/watch?v=cBoEmtQv6vQ,SAME,YES,ONE HAND,,,
Africa,www.youtube.com/watch?v=cBoEmtQv6vQ,SAME,YES,ONE HAND,,,
Asia,www.youtube.com/watch?v=cBoEmtQv6vQ,SAME,YES,ONE HAND,,,
Australia,www.youtube.com/watch?v=cBoEmtQv6vQ,SAME,YES,TWO HANDS,,,
Europe,www.youtube.com/watch?v=cBoEmtQv6vQ,NOT THE SAME,YES,ONE HAND,,,
Argentina,www.youtube.com/watch?v=cBoEmtQv6vQ,NOT THE SAME,YES,TWO HANDS,,,
Austria,www.youtube.com/watch?v=cBoEmtQv6vQ,SOMEWHAT THE SAME,YES,TWO HANDS,,,
Canada,www.youtube.com/watch?v=cBoEmtQv6vQ,SAME,YES,ONE HAND,,,
China,www.youtube.com/watch?v=cBoEmtQv6vQ,SAME,YES,ONE HAND,,,
Denmark,www.youtube.com/watch?v=cBoEmtQv6vQ,SAME,YES,ONE HAND,,,
Egypt,www.youtube.com/watch?v=cBoEmtQv6vQ,SAME,YES,ONE HAND,,,
Egypt,www.youtube.com/watch?v=cBoEmtQv6vQ,SAME,YES,ONE HAND,,,
England,www.youtube.com/watch?v=cBoEmtQv6vQ,SAME,YES,ONE HAND,,,
Finland,www.youtube.com/watch?v=cBoEmtQv6vQ,SAME,YES,ONE HAND,,,
France,www.youtube.com/watch?v=cBoEmtQv6vQ,SAME,YES,ONE HAND,,,
Germany,www.youtube.com/watch?v=cBoEmtQv6vQ,SAME,YES,ONE HAND,,,
Greece,www.youtube.com/watch?v=cBoEmtQv6vQ,NOT THE SAME,YES,TWO HANDS,,,
Holland,www.youtube.com/watch?v=cBoEmtQv6vQ,SAME,YES,TWO HANDS,,,
Hong Kong,www.youtube.com/watch?v=cBoEmtQv6vQ,SAME,YES,ONE HAND,,,
India,www.youtube.com/watch?v=cBoEmtQv6vQ,NOT THE SAME,YES,ONE HAND,,,
Iran,www.youtube.com/watch?v=cBoEmtQv6vQ,SAME,YES,TWO HANDS,,,
Ireland,www.youtube.com/watch?v=cBoEmtQv6vQ,NOT THE SAME,YES,TWO HANDS,,,
Ireland,www.youtube.com/watch?v=cBoEmtQv6vQ,NOT THE SAME,YES,TWO HANDS,,,
Israel,www.youtube.com/watch?v=cBoEmtQv6vQ,SAME,YES,ONE HAND,,,
Italy,www.youtube.com/watch?v=cBoEmtQv6vQ,SAME,YES,ONE HAND,,,
Italy,www.youtube.com/watch?v=cBoEmtQv6vQ,SAME,YES,ONE HAND,,,
Japan,www.youtube.com/watch?v=cBoEmtQv6vQ,SAME,YES,TWO HANDS,,,
Korea,www.youtube.com/watch?v=cBoEmtQv6vQ,SAME,YES,ONE HAND,,,
Mexico,www.youtube.com/watch?v=cBoEmtQv6vQ,SAME,YES,ONE HAND,,,
Norway,www.youtube.com/watch?v=cBoEmtQv6vQ,SOMEWHAT THE SAME,YES,ONE HAND,,,
Philippines,www.youtube.com/watch?v=cBoEmtQv6vQ,NOT THE SAME,YES,TWO HANDS,,,
Poland,www.youtube.com/watch?v=cBoEmtQv6vQ,NOT THE SAME,YES,ONE HAND,,,
Puerto Rico,www.youtube.com/watch?v=cBoEmtQv6vQ,NOT THE SAME,YES,ONE HAND,,,
Russia,www.youtube.com/watch?v=cBoEmtQv6vQ,SAME,YES,ONE HAND,,,
Russia,www.youtube.com/watch?v=cBoEmtQv6vQ,SAME,YES,ONE HAND,,,
Scotland,www.youtube.com/watch?v=cBoEmtQv6vQ,SAME,YES,ONE HAND,,,
South Africa,www.youtube.com/watch?v=cBoEmtQv6vQ,SOMEWHAT THE SAME,YES,ONE HAND,,,
South Africa,www.youtube.com/watch?v=cBoEmtQv6vQ,SOMEWHAT THE SAME,YES,ONE HAND,,,
Spain,www.youtube.com/watch?v=cBoEmtQv6vQ,SAME,YES,ONE HAND,,,
Sweden,www.youtube.com/watch?v=cBoEmtQv6vQ,SAME,YES,TWO HANDS,,,
Switzerland,www.youtube.com/watch?v=cBoEmtQv6vQ,SAME,YES,ONE HAND,,,
Taiwan,www.youtube.com/watch?v=cBoEmtQv6vQ,SAME,YES,ONE HAND,,,
Vietnam,www.youtube.com/watch?v=cBoEmtQv6vQ,NOT THE SAME,YES,ONE HAND,,,
Vietnam,www.youtube.com/watch?v=cBoEmtQv6vQ,NOT THE SAME,YES,ONE HAND,,,
Government,www.youtube.com/watch?v=6MdIhnIdNi0,,NO,,,,
Gasoline,www.youtube.com/watch?v=6MdIhnIdNi0,,NO,,,,
jail,www.youtube.com/watch?v=6MdIhnIdNi0,,NO,,,,
School,www.youtube.com/watch?v=6MdIhnIdNi0,,NO,,,,
Secretary,www.youtube.com/watch?v=6MdIhnIdNi0,,NO,,,,
Mechanic,www.youtube.com/watch?v=6MdIhnIdNi0,,NO,,,,
Fireman,www.youtube.com/watch?v=6MdIhnIdNi0,,NO,,,,
Doctor,www.youtube.com/watch?v=6MdIhnIdNi0,,NO,,,,
Dentist,www.youtube.com/watch?v=6MdIhnIdNi0,,NO,,,,
Nurse,www.youtube.com/watch?v=6MdIhnIdNi0,,NO,,,,
Accountant,www.youtube.com/watch?v=6MdIhnIdNi0,,NO,,,,
Lawyer,www.youtube.com/watch?v=6MdIhnIdNi0,,NO,,,,
Librarian,www.youtube.com/watch?v=6MdIhnIdNi0,,NO,,,,
janitor,www.youtube.com/watch?v=6MdIhnIdNi0,,NO,,,,
Artist,www.youtube.com/watch?v=6MdIhnIdNi0,,NO,,,,
Actor,www.youtube.com/watch?v=6MdIhnIdNi0,,NO,,,,
Plumber,www.youtube.com/watch?v=6MdIhnIdNi0,,NO,,,,
Waiter / Waitress,www.youtube.com/watch?v=6MdIhnIdNi0,,NO,,,,
Photographer,www.youtube.com/watch?v=6MdIhnIdNi0,,NO,,,,
Engineer,www.youtube.com/watch?v=6MdIhnIdNi0,,NO,,,,
Scientist,www.youtube.com/watch?v=6MdIhnIdNi0,,NO,,,,
Boss,www.youtube.com/watch?v=6MdIhnIdNi0,,NO,,,,
Manager,www.youtube.com/watch?v=6MdIhnIdNi0,,NO,,,,
Musician,www.youtube.com/watch?v=6MdIhnIdNi0,,NO,,,,
Singer,www.youtube.com/watch?v=6MdIhnIdNi0,,NO,,,,
Interpreter,www.youtube.com/watch?v=6MdIhnIdNi0,,NO,,,,
Army,www.youtube.com/watch?v=6MdIhnIdNi0,,NO,,,,
Student,www.youtube.com/watch?v=6MdIhnIdNi0,,NO,,,,
Retired,www.youtube.com/watch?v=6MdIhnIdNi0,,NO,,,,
SIT,www.youtube.com/watch?v=fNg_sJ9f8EI,NOT THE SAME,YES,TWO HANDS,,,
quiet,www.youtube.com/watch?v=emWmDHO5JMU,SAME,Yes,ONE HAND,,,
quiet,www.youtube.com/watch?v=emWmDHO5JMU,SAME,Yes,ONE HAND,,,
quiet,www.youtube.com/watch?v=emWmDHO5JMU,SAME,Yes,ONE HAND,,,
quiet,www.youtube.com/watch?v=emWmDHO5JMU,SAME,Yes,ONE HAND,,,
quiet,www.youtube.com/watch?v=emWmDHO5JMU,SAME,Yes,ONE HAND,,,
BETTER,www.youtube.com/watch?v=sQ_ABcs0n0A,NOT THE SAME,YES,ONE HAND,,,
hearing,www.youtube.com/watch?v=gpStAx8l5eg,NOT THE SAME,Yes,ONE HAND,,,
hearing,www.youtube.com/watch?v=gpStAx8l5eg,NOT THE SAME,Yes,ONE HAND,,,
DRY,www.youtube.com/watch?v=ki6TeQOTo1U,NOT THE SAME,YES,ONE HAND,,,
food,www.youtube.com/watch?v=0YnizmAgAfU,SAME,Yes,ONE HAND,,,
TRANSFER-[switch-over-to],www.youtube.com/watch?v=PQGeAlu18hg,NOT THE SAME,YES,ONE HAND,,,
Courage,www.youtube.com/watch?v=IdZ1BsP0ENE,SOMEWHAT THE SAME,YES,TWO HANDS,,,
FAMILY,www.youtube.com/watch?v=XUg1eKl65p4,SAME,Yes,ONE HAND,,,
FAMILY,www.youtube.com/watch?v=XUg1eKl65p4,SAME,Yes,ONE HAND,,,
FATHER,www.youtube.com/watch?v=XUg1eKl65p4,NOT THE SAME,Yes,ONE HAND,,,
PARENTS,www.youtube.com/watch?v=XUg1eKl65p4,NOT THE SAME,Yes,ONE HAND,,,
PARENTS,www.youtube.com/watch?v=XUg1eKl65p4,NOT THE SAME,Yes,ONE HAND,,,
SON,www.youtube.com/watch?v=XUg1eKl65p4,NOT THE SAME,YES,TWO HANDS,,,
SON,www.youtube.com/watch?v=XUg1eKl65p4,NOT THE SAME,YES,TWO HANDS,,,
DAUGHTER,www.youtube.com/watch?v=XUg1eKl65p4,NOT THE SAME,YES,TWO HANDS,,,
DAUGHTER,www.youtube.com/watch?v=XUg1eKl65p4,NOT THE SAME,YES,TWO HANDS,,,
DAUGHTER,www.youtube.com/watch?v=XUg1eKl65p4,NOT THE SAME,YES,TWO HANDS,,,
BROTHER,www.youtube.com/watch?v=XUg1eKl65p4,NOT THE SAME,YES,TWO HANDS,,,
SISTER,www.youtube.com/watch?v=XUg1eKl65p4,NOT THE SAME,YES,TWO HANDS,,,
UNCLE,www.youtube.com/watch?v=XUg1eKl65p4,NOT THE SAME,Yes,ONE HAND,,,
AUNT,www.youtube.com/watch?v=XUg1eKl65p4,NOT THE SAME,Yes,ONE HAND,,,
BOY\nCOUSIN,www.youtube.com/watch?v=XUg1eKl65p4,NOT THE SAME,Yes,ONE HAND,,,
GIRL\nCOUSIN,www.youtube.com/watch?v=XUg1eKl65p4,NOT THE SAME,Yes,ONE HAND,,,
BOY\nCOUSIN,www.youtube.com/watch?v=XUg1eKl65p4,NOT THE SAME,Yes,ONE HAND,,,
GIRL\nCOUSIN,www.youtube.com/watch?v=XUg1eKl65p4,NOT THE SAME,Yes,ONE HAND,,,
NEPHEW\n\nl,www.youtube.com/watch?v=XUg1eKl65p4,NOT THE SAME,Yes,ONE HAND,,,
